basic_code,basic_name,sub_code,sub_name,mid_code,mid_name,large_code,large_name
7011,건축 및 과학 기술 관련 전문서비스업,701,건축 및 과학 기술 관련 전문서비스업,70,건축 및 과학 기술 관련 전문서비스업,M,"전문, 과학 및 기술 관련 서비스업"
7012,광업 지원 서비스업,701,건축 및 과학 기술 관련 전문서비스업,70,건축 및 과학 기술 관련 전문서비스업,M,"전문, 과학 및 기술 관련 서비스업"
7100,연구개발업,710,연구개발업,71,연구개발업,M,"전문, 과학 및 기술 관련 서비스업"
7200,"기타 전문, 과학 및 기술 서비스업",720,"기타 전문, 과학 및 기술 서비스업",72,"기타 전문, 과학 및 기술 서비스업",M,"전문, 과학 및 기술 관련 서비스업"
7700,장비 및 용품 임대업,770,장비 및 용품 임대업,77,장비 및 용품 임대업,N,사업 지원 서비스업
7800,고용알선 및 인력공급업,780,고용알선 및 인력공급업,78,고용알선 및 인력공급업,N,사업 지원 서비스업
7900,사업시설 관리 및 조경 서비스업,790,사업시설 관리 및 조경 서비스업,79,사업시설 관리 및 조경 서비스업,N,사업 지원 서비스업
8000,기타 사업지원 서비스업,800,기타 사업지원 서비스업,80,기타 사업지원 서비스업,N,사업 지원 서비스업
8210,"공공행정, 국방",821,"공공행정, 국방",82,"공공행정, 국방 및 사회보장",O,"공공행정, 국방 및 사회보장"
8220,사회보장 보험,822,사회보장 보험,82,"공공행정, 국방 및 사회보장",O,"공공행정, 국방 및 사회보장"
8400,교육서비스업,840,교육서비스업,84,교육서비스업,P,교육서비스업
8500,의료 및 보건업,850,의료 및 보건업,85,의료 및 보건업,Q,"의료, 보건업 및 사회복지서비스업"
8600,사회복지서비스업,860,사회복지서비스업,86,사회복지서비스업,Q,"의료, 보건업 및 사회복지서비스업"
8800,"창작, 예술 및 오락관련 서비스업",880,"창작, 예술 및 오락관련 서비스업",88,"창작, 예술 및 오락관련 서비스업",R,"예술, 스포츠 및 여가관련 서비스업"
8900,"도서관, 사적지 및 기타 문화관련 서비스업",890,"도서관, 사적지 및 기타 문화관련 서비스업",89,"도서관, 사적지 및 기타 문화관련 서비스업",R,"예술, 스포츠 및 여가관련 서비스업"
9000,사행시설 관리 및 운영업,900,사행시설 관리 및 운영업,90,사행시설 관리 및 운영업,R,"예술, 스포츠 및 여가관련 서비스업"
9101,스포츠 서비스업,910,스포츠 및 오락관련 서비스업,91,스포츠 및 오락관련 서비스업,R,"예술, 스포츠 및 여가관련 서비스업"
9102,유원지 및 기타 오락관련 서비스업,910,스포츠 및 오락관련 서비스업,91,스포츠 및 오락관련 서비스업,R,"예술, 스포츠 및 여가관련 서비스업"
9200,여행사 및 기타 여행보조 서비스업,920,여행사 및 기타 여행보조 서비스업,92,여행사 및 기타 여행보조 서비스업,R,"예술, 스포츠 및 여가관련 서비스업"
9301,산업 및 전문가 단체,930,협회 및 단체,93,협회 및 단체,S,기타 서비스업
9309,기타 협회 및 사회 단체,930,협회 및 단체,93,협회 및 단체,S,기타 서비스업
9410,개인 및 소비용품 수리업,941,개인 및 소비용품 수리업,94,자동차 및 소비용품 수리업,S,기타 서비스업
9420,자동차 수리 및 세차업,942,자동차 수리 및 세차업,94,자동차 및 소비용품 수리업,S,기타 서비스업
9500,기타 개인 서비스업,950,기타 개인 서비스업,95,기타 개인 서비스업,S,기타 서비스업
9700,가구 내 고용 및 미분류 자가소비 생산 활동,970,가구 내 고용 및 미분류 자가소비 생산 활동,97,가구 내 고용 및 미분류 자가소비 생산 활동,T,가구 내 고용 및 미분류 자가소비 생산 활동
9090,중간수요계,9090,중간수요계,9090,중간수요계,9090,중간수요계
9111,민간소비지출(가계 및 가계봉사 비영리단체),9111,민간소비지출(가계 및 가계봉사 비영리단체),9111,민간소비지출(가계 및 가계봉사 비영리단체),9111,민간소비지출(가계 및 가계봉사 비영리단체)
9112,정부소비지출,9112,정부소비지출,9112,정부소비지출,9112,정부소비지출
9121,민간고정자본형성,9121,민간고정자본형성,9121,민간고정자본형성,9121,민간고정자본형성
9122,정부고정자본형성,9122,정부고정자본형성,9122,정부고정자본형성,9122,정부고정자본형성
9131,재고증감,9131,재고증감,9131,재고증감,9131,재고증감
9132,귀중품순취득,9132,귀중품순취득,9132,귀중품순취득,9132,귀중품순취득
9140,수출,9140,수출,9140,수출,9140,수출
9190,최종수요계,9190,최종수요계,9190,최종수요계,9190,최종수요계
9290,총수요계,9290,총수요계,9290,총수요계,9290,총수요계
9310,"총산출(상품별, 기초가격)",9310,"총산출(상품별, 기초가격)",9310,"총산출(상품별, 기초가격)",9310,"총산출(상품별, 기초가격)"
9311,수입(기초가격),9311,수입(기초가격),9311,수입(기초가격),9311,수입(기초가격)
9319,총공급계(기초가격),9319,총공급계(기초가격),9319,총공급계(기초가격),9319,총공급계(기초가격)
9321,순생산물세(국산),9321,순생산물세(국산),9321,순생산물세(국산),9321,순생산물세(국산)
9322,생산물세(수입),9322,생산물세(수입),9322,생산물세(수입),9322,생산물세(수입)
9331,도소매마진,9331,도소매마진,9331,도소매마진,9331,도소매마진
9332,화물운임,9332,화물운임,9332,화물운임,9332,화물운임
9359,가격전환계,9359,가격전환계,9359,가격전환계,9359,가격전환계
9390,총공급계(구매자가격),9390,총공급계(구매자가격),9390,총공급계(구매자가격),9390,총공급계(구매자가격)
9509,"총산출(산업별, 기초가격)",9509,"총산출(산업별, 기초가격)",9509,"총산출(산업별, 기초가격)",9509,"총산출(산업별, 기초가격)"
9590,중간투입계,9590,중간투입계,9590,중간투입계,9590,중간투입계
9610,피용자보수,9610,피용자보수,9610,피용자보수,9610,피용자보수
9621,영업잉여,9621,영업잉여,9621,영업잉여,9621,영업잉여
9622,고정자본소모,9622,고정자본소모,9622,고정자본소모,9622,고정자본소모
9630,기타생산세(보조금공제) / 생산세(보조금공제),9630,기타생산세(보조금공제) / 생산세(보조금공제),9630,기타생산세(보조금공제) / 생산세(보조금공제),9630,기타생산세(보조금공제) / 생산세(보조금공제)
9690,부가가치계,9690,부가가치계,9690,부가가치계,9690,부가가치계
9790,총투입계,9790,총투입계,9790,총투입계,9790,총투입계
