원본_업종명,정규화_업종명,KSIC_코드_4자리,KSIC_명칭,매칭_레벨,매칭_방식,매칭_스코어,KSIC_코드_5자리,5자리_모호성,KSIC_코드_11차,변경유형
운송장비 조립용 플라스틱제품 제조업,운송장비 조립용 플라스틱제품 제조업,2393,운송장비 및 조립용 플라스틱제품,io_name,io_fuzzy,0.9375,22241100,True,,
운송장비용 공기 조화장치 제조업,운송장비용 공기 조화장치 제조업,2842,운송장비용 조명장치 제조업,hwp_5digit,hwp_fuzzy,0.8387,28421,False,,
운송장비용 기타 가스 충전업,운송장비용 기타 가스 충전업,4771,운송장비용 가스 충전업,hwp_5digit,hwp_fuzzy,0.8889,47712,False,,
운송장비용 수소 충전업,운송장비용 수소 충전업,4771,운송장비용 가스 충전업,hwp_5digit,hwp_fuzzy,0.8333,47712,False,,
운송장비용 연료 소매업,운송장비용 연료 소매업,4771,운송장비용 수소 충전업,manual,manual_override,1.0,47712,False,,
운송장비용 이차전지 제조업,운송장비용 이차전지 제조업,2820,운송장비용 이차전지 제조업,linkage_11th,link11_exact,1.0,28202,False,28202,세분
운송장비용 조명장치 제조업,운송장비용 조명장치 제조업,2842,운송장비용 조명장치 제조업,hwp_5digit,hwp_exact,1.0,28421,False,,
운송장비용 주유소 운영업,운송장비용 주유소 운영업,4771,운송장비용 주유소 운영업,hwp_5digit,hwp_exact,1.0,47711,False,,
운전학원,운전학원,8565,운전학원,hwp_5digit,hwp_exact,1.0,85651,False,,
원목 및 건축관련 목제품 도매업,원목 및 건축관련 목제품 도매업,4661,원목 및 건축관련 목제품 도매업,hwp_5digit,hwp_exact,1.0,46611,False,,
원양 어업,원양 어업,0311,원양 어업,hwp_5digit,hwp_exact,1.0,03111,False,,
원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,0520,원유 및 천연가스 채굴업,basic,exact,1.0,,False,,
원유 정제처리업,원유 정제처리업,1921,원유 정제 처리업,basic,fuzzy,0.9412,,False,,
원자력 발전업,원자력 발전업,4503,원자력,io_name,io_exact,1.0,35111,False,,
위생용 및 산업용 도자기 제조업,위생용 및 산업용 도자기 제조업,2322,위생용 및 산업용 도자기 제조업,hwp_5digit,hwp_exact,1.0,23222,False,,
위생용 원지 제조업,위생용 원지 제조업,1712,위생용 원지 제조업,hwp_5digit,hwp_exact,1.0,17125,False,,
위생용 종이제품 제조업,위생용 종이제품 제조업,1722,위생용 종이제품 제조업,basic,exact,1.0,20129101,True,,
위성 및 기타 방송업,위성 및 기타 방송업,6002,"유선, 위성 및 기타 방송업",basic,fuzzy,0.88,60221,True,,
위험물품 보관업,위험물품 보관업,5210,위험물품 보관업,hwp_5digit,hwp_exact,1.0,52104,False,,
유기발광 표시장치 제조업,유기발광 표시장치 제조업,2621,유기발광 표시장치 제조업,hwp_5digit,hwp_exact,1.0,26212,False,,
유기질 비료 및 상토 제조업,유기질 비료 및 상토 제조업,2031,유기질 비료 및 상토 제조업,hwp_5digit,hwp_exact,1.0,20313,False,,
유리 및 유리제품 제조업,유리 및 유리제품 제조업,231,유리 및 유리제품 제조업,sub,exact,1.0,,False,,
유리 및 창호 공사업,유리 및 창호 공사업,4242,유리 및 창호 공사업,hwp_5digit,hwp_exact,1.0,42420,False,,
유리 및 창호 도매업,유리 및 창호 도매업,4661,유리 및 창호 도매업,hwp_5digit,hwp_exact,1.0,46613,False,,
유선 방송업,유선 방송업,6022,유선 방송업,hwp_5digit,hwp_exact,1.0,60222,False,,
유선 온라인 게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업,5821,유선 온라인 게임 소프트웨어 개발 및 공급업,hwp_5digit,hwp_exact,1.0,58211,False,,
유선 통신업,유선 통신업,6111,유선통신업,basic,fuzzy,0.9091,,False,,
유선 통신장비 제조업,유선 통신장비 제조업,2661,유선 통신장비 제조업,basic,exact,1.0,,False,,
"유선, 위성 및 기타 방송업",유선 위성 및 기타 방송업,6002,"유선, 위성 및 기타 방송업",basic,exact,1.0,60221,True,,
유아 교육기관,유아 교육기관,8511,유아 교육기관,hwp_5digit,hwp_exact,1.0,85110,False,,
유아용 의류 도매업,유아용 의류 도매업,4641,유아용 의류 도매업,hwp_5digit,hwp_exact,1.0,46414,False,,
유아용 의류 소매업,유아용 의류 소매업,4741,유아용 의류 소매업,hwp_5digit,hwp_exact,1.0,47417,False,,
유아용 의복 제조업,유아용 의복 제조업,1419,유아용 의복 제조업,hwp_5digit,hwp_exact,1.0,14194,False,,
유압기기 제조업,유압기기 제조업,2912,유압기기 제조업,hwp_5digit,hwp_exact,1.0,29120,False,,
유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,9102,유원지 및 기타 오락관련 서비스업,basic,exact,1.0,,False,,
유원지 및 테마파크 운영업,유원지 및 테마파크 운영업,9121,유원지 및 테마파크 운영업,hwp_5digit,hwp_exact,1.0,91210,False,,
"유인 항공기, 항공우주선 및 보조장치 제조업",유인 항공기 항공우주선 및 보조장치 제조업,3131,"유인 항공기, 항공우주선 및 보조장치 제조업",hwp_5digit,hwp_exact,1.0,31311,False,,
육류 가공 및 저장 처리업,육류 가공 및 저장 처리업,1012,육류 가공 및 저장 처리업,basic,exact,1.0,,False,,
육류 가공식품 도매업,육류 가공식품 도매업,4632,육류 가공식품 도매업,hwp_5digit,hwp_exact,1.0,46321,False,,
육류 기타 가공 및 저장처리업 (가금류 제외),육류 기타 가공 및 저장처리업,1012,육류 가공 및 저장 처리업,basic,fuzzy,0.8667,,False,,
육류 도매업,육류 도매업,4631,육류 도매업,hwp_5digit,hwp_exact,1.0,46313,False,,
육류 도축업(가금류 제외),육류 도축업,1011,육류 도축업(가금류 제외),hwp_5digit,hwp_exact,1.0,10111,False,,
육류 소매업,육류 소매업,4721,육류 소매업,hwp_5digit,hwp_exact,1.0,47212,False,,
육류 포장육 및 냉동육 가공업 (가금류 제외),육류 포장육 및 냉동육 가공업,1012,육류 포장육 및 냉동육 가공업,hwp_5digit,hwp_exact,1.0,10122,False,,
육림업,육림업,0201,육림업,hwp_5digit,hwp_exact,1.0,02012,False,,
육상 금속 골조 구조재 제조업,육상 금속 골조 구조재 제조업,2511,육상 금속 골조 구조재 제조업,hwp_5digit,hwp_exact,1.0,25113,False,,
육상 여객 운송업,육상 여객 운송업,49,육상 운송업,mid,fuzzy,0.8,,False,,
육상 운송지원 서비스업,육상 운송지원 서비스업,5211,육상 운송지원 서비스업,basic,exact,1.0,,False,,
육상운송 및 파이프라인 운송업,육상운송 및 파이프라인 운송업,49,육상 운송업,mid,split_first,0.8571,,False,,
육우 사육업,육우 사육업,0121,육우 사육업,hwp_5digit,hwp_exact,1.0,01212,False,,
육지동물 및 반려동물 도매업,육지동물 및 반려동물 도매업,4620,육지동물 및 애완동물 도매업,hwp_5digit,hwp_fuzzy,0.8667,46205,False,,
윤활유 및 그리스 제조업,윤활유 및 그리스 제조업,1631,윤활유 및 그리스,io_name,io_exact,1.0,19221101,True,,
은행 및 저축기관,은행 및 저축기관,6413,상호저축은행 및 기타 저축기관,manual,manual_override,1.0,64132,False,,
음ㆍ식료품 및 담배 가공기계 제조업,음식료품 및 담배 가공기계 제조업,2891,음ㆍ식료품 및 담배 가공기계 제조업,basic,exact,1.0,,False,,
음ㆍ식료품 및 담배 도매업,음식료품 및 담배 도매업,4610,음ㆍ식료품 및 담배 중개업,hwp_5digit,hwp_fuzzy,0.8462,46102,False,,
음ㆍ식료품 및 담배 소매업,음식료품 및 담배 소매업,4610,음ㆍ식료품 및 담배 중개업,hwp_5digit,hwp_fuzzy,0.8462,46102,False,,
음ㆍ식료품 및 담배 중개업,음식료품 및 담배 중개업,4610,음ㆍ식료품 및 담배 중개업,hwp_5digit,hwp_exact,1.0,46102,False,,
음ㆍ식료품 위주 종합 소매업,음식료품 위주 종합 소매업,4712,기타 음ㆍ식료품 위주 종합 소매업,hwp_5digit,hwp_fuzzy,0.9032,47129,False,,
음료 및 담배 도매업,음료 및 담배 도매업,4610,음ㆍ식료품 및 담배 중개업,hwp_5digit,hwp_fuzzy,0.75,46102,False,,
음료 소매업,음료 소매업,4722,음료 소매업,hwp_5digit,hwp_exact,1.0,47221,False,,
음료 제조업,음료 제조업,11,음료 제조업,mid,exact,1.0,,False,,
음료용 및 향신용 작물 재배업,음료용 및 향신용 작물 재배업,0113,음료용 및 향신용 작물 재배업,hwp_5digit,hwp_exact,1.0,01132,False,,
음반 및 비디오물 도매업,음반 및 비디오물 도매업,4646,음반 및 비디오물 도매업,hwp_5digit,hwp_exact,1.0,46461,False,,
음반 및 비디오물 소매업,음반 및 비디오물 소매업,4762,음반 및 비디오물 소매업,hwp_5digit,hwp_exact,1.0,47620,False,,
"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",음반 및 비디오물 악기 오락 및 경기용품 도매업,4646,음반 및 비디오물 도매업,manual,manual_override,1.0,46461,False,,
음식점 및 주점업,음식점 및 주점업,560,음식점 및 주점업,sub,exact,1.0,,False,,
음식점업,음식점업,5601,음식점업,basic,exact,1.0,,False,,
음악 및 기타 오디오물 출판업,음악 및 기타 오디오물 출판업,5920,음악 및 기타 오디오물 출판업,hwp_5digit,hwp_exact,1.0,59201,False,,
음악학원,음악학원,8562,음악학원,hwp_5digit,hwp_exact,1.0,85621,False,,
응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업,5820,소프트웨어 개발 및 공급업,basic,fuzzy,0.9032,55101,True,,
"의료, 정밀, 광학기기 및 시계 제조업",의료 정밀 광학기기 및 시계 제조업,140,의복 제조업,sub,split_first,0.8333,,False,,
의료기기 도매업,의료기기 도매업,3611,의료용 기기,io_name,io_fuzzy,0.8,27111101,True,,
의료용 가구 제조업,의료용 가구 제조업,2681,의료용 기기 제조업,basic,fuzzy,0.8,,False,,
의료용 기구 소매업,의료용 기구 소매업,3611,의료용 기기,io_name,io_fuzzy,0.8333,27111101,True,,
의료용 기기 제조업,의료용 기기 제조업,2681,의료용 기기 제조업,basic,exact,1.0,,False,,
의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,2100,의료용 물질 및 의약품 제조업,basic,exact,1.0,,False,,
의료용품 도매업,의료용품 도매업,4644,의료용품 도매업,hwp_5digit,hwp_exact,1.0,46442,False,,
의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2130,의료용품 및 기타 의약 관련제품 제조업,hwp_5digit,hwp_exact,1.0,21300,False,,
의류 임대업,의류 임대업,6929,의류 임대업,hwp_5digit,hwp_exact,1.0,69292,False,,
의복 소매업,의복 소매업,4741,한복 소매업,hwp_5digit,hwp_fuzzy,0.8333,47415,False,,
의복 액세서리 및 모조 장신구 도매업,의복 액세서리 및 모조 장신구 도매업,4641,의복 액세서리 및 모조 장신구 도매업,hwp_5digit,hwp_exact,1.0,46417,False,,
의복 액세서리 및 모조 장신구 소매업,의복 액세서리 및 모조 장신구 소매업,4742,의복 액세서리 및 모조 장신구 소매업,hwp_5digit,hwp_exact,1.0,47422,False,,
의복 액세서리 제조업,의복 액세서리 제조업,1441,기타 편조의복 액세서리 제조업,hwp_5digit,hwp_fuzzy,0.8148,14419,False,,
"의복, 의복 액세서리 및 모피제품 제조업",의복 의복 액세서리 및 모피제품 제조업,140,의복 제조업,sub,split_first,1.0,,False,,
의약품 도매업,의약품 도매업,2000,의약품,io_name,io_exact,1.0,21101100,True,,
의약품 및 의료용품 소매업,의약품 및 의료용품 소매업,4781,의약품 및 의료용품 소매업,hwp_5digit,hwp_exact,1.0,47811,False,,
의약품 제조업,의약품 제조업,2000,의약품,io_name,io_exact,1.0,21101100,True,,
"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 의료용 기구 화장품 및 방향제 소매업,4644,의약품 도매업,hwp_5digit,split_first,0.8571,46441,False,,
"의약품, 의료용품 및 화장품 도매업",의약품 의료용품 및 화장품 도매업,4644,의약품 도매업,hwp_5digit,split_first,1.0,46441,False,,
의학 및 약학 연구개발업,의학 및 약학 연구개발업,7011,의학 및 약학 연구개발업,hwp_5digit,hwp_exact,1.0,70113,False,,
이동전화기 제조업,이동전화기 제조업,2662,이동전화기 제조업,basic,exact,1.0,,False,,
이용 및 미용업,이용 및 미용업,9611,이용업,hwp_5digit,split_first,0.8571,96111,False,,
이용업,이용업,9611,이용업,hwp_5digit,hwp_exact,1.0,96111,False,,
인력 공급업,인력 공급업,7512,인력공급업,hwp_5digit,hwp_fuzzy,0.9091,75120,False,,
인문 및 사회과학 연구개발업,인문 및 사회과학 연구개발업,7020,기타 인문 및 사회과학 연구개발업,hwp_5digit,hwp_fuzzy,0.9091,70209,False,,
인물사진 및 행사용 영상 촬영업,인물사진 및 행사용 영상 촬영업,7330,인물사진 및 행사용 영상 촬영업,hwp_5digit,hwp_exact,1.0,73301,False,,
인삼식품 제조업,인삼식품 제조업,10,식료품 제조업,mid,fuzzy,0.8,,False,,
인쇄 및 기록매체 복제업,인쇄 및 기록매체 복제업,180,인쇄 및 기록매체 복제업,sub,exact,1.0,,False,,
인쇄 및 인쇄관련 산업,인쇄 및 인쇄관련 산업,1801,인쇄 및 인쇄관련 산업,basic,exact,1.0,20202101,True,,
인쇄 및 제책용 기계 제조업,인쇄 및 제책용 기계 제조업,2929,인쇄 및 제책용 기계 제조업,hwp_5digit,hwp_exact,1.0,29293,False,,
인쇄관련 산업,인쇄관련 산업,1812,기타 인쇄관련 산업,hwp_5digit,hwp_fuzzy,0.8235,18129,False,,
인쇄업,인쇄업,1811,경 인쇄업,hwp_5digit,hwp_fuzzy,0.75,18111,False,,
인쇄용 및 필기용 원지 제조업,인쇄용 및 필기용 원지 제조업,1712,"신문용지, 인쇄 및 필기용 원지 제조업",basic,fuzzy,0.8333,20111202,True,,
인쇄잉크 및 회화용 물감 제조업,인쇄잉크 및 회화용 물감 제조업,2041,인쇄잉크 및 회화용 물감 제조업,hwp_5digit,hwp_exact,1.0,20413,False,,
인쇄회로기판 및 전자부품 실장기판 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,2630,인쇄회로기판 및 전자부품 실장기판 제조업,basic,exact,1.0,,False,,
인쇄회로기판용 적층판 제조업,인쇄회로기판용 적층판 제조업,2622,인쇄회로기판용 적층판 제조업,hwp_5digit,hwp_exact,1.0,26221,False,,
인테리어 디자인업,인테리어 디자인업,7320,인테리어 디자인업,hwp_5digit,hwp_exact,1.0,73201,False,,
인형 및 장난감 제조업,인형 및 장난감 제조업,3340,인형 및 장난감 제조업,hwp_5digit,hwp_exact,1.0,33401,False,,
"인형, 장난감 및 오락용품 제조업",인형 장난감 및 오락용품 제조업,3301,"인형, 장난감 및 오락용품 제조업",basic,exact,1.0,,False,,
일반 건축자재 도매업,일반 건축자재 도매업,4669,그 외 기타 건축자재 도매업,hwp_5digit,hwp_fuzzy_agg,0.8182,46699,False,,
일반 고등학교,일반 고등학교,8521,일반 고등학교,hwp_5digit,hwp_exact,1.0,85212,False,,
일반 공공 행정,일반 공공 행정,8411,기타 일반 공공 행정,hwp_5digit,hwp_fuzzy,0.8421,84119,False,,
일반 교과 학원,일반 교과 학원,8550,일반 교과 학원,hwp_5digit,hwp_exact,1.0,85501,False,,
일반 교습 학원,일반 교습 학원,8550,일반 교과 학원,hwp_5digit,hwp_fuzzy,0.875,85501,False,,
일반 기계류 수리업,일반 기계류 수리업,3401,기타 일반 기계 및 장비 수리업,manual,manual_override,1.0,34019,False,,
일반 목적용 기계 제조업,일반 목적용 기계 제조업,2859,기타 일반 목적용 기계 제조업,basic,fuzzy,0.8966,,False,,
일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,5510,기타 일반 및 생활 숙박시설 운영업,hwp_5digit,hwp_fuzzy,0.9143,55109,False,,
일반 병원,일반 병원,8610,일반 병원,hwp_5digit,hwp_exact,1.0,86102,False,,
일반 서적 출판업,일반 서적 출판업,5811,일반 서적 출판업,hwp_5digit,hwp_exact,1.0,58113,False,,
일반 영화 및 비디오물 제작업,일반 영화 및 비디오물 제작업,5911,일반 영화 및 비디오물 제작업,hwp_5digit,hwp_exact,1.0,59111,False,,
일반 유흥주점업,일반 유흥주점업,5621,일반 유흥주점업,hwp_5digit,hwp_exact,1.0,56211,False,,
일반 제재업,일반 제재업,1610,일반 제재업,hwp_5digit,hwp_exact,1.0,16101,False,,
일반 중등 교육기관,일반 중등 교육기관,8521,일반 중학교,manual,manual_override,1.0,85211,False,,
