io_code,io_name,ksic_code
6920,부동산 관련 서비스,68222
6920,부동산 관련 서비스,68223
7001,연구개발(국공립),70111-70209
7002,연구개발(비영리),70111-70209
7003,연구개발(산업),70111-70209
7004,기업내 연구개발,70111-70209
7111,법무 및 회계서비스,71101
7111,법무 및 회계서비스,71102
7111,법무 및 회계서비스,71103
7111,법무 및 회계서비스,71109
7111,법무 및 회계서비스,71201
7111,법무 및 회계서비스,71202
7111,법무 및 회계서비스,71209
7112,시장조사 및 경영지원서비스,71400
7112,시장조사 및 경영지원서비스,71511
7112,시장조사 및 경영지원서비스,71519
7112,시장조사 및 경영지원서비스,71531
7112,시장조사 및 경영지원서비스,71532
7112,시장조사 및 경영지원서비스,71600
7120,광고,71310
7120,광고,71391
7120,광고,71392
7120,광고,71393
7120,광고,71399
7210,건축·토목 관련 서비스,72111
7210,건축·토목 관련 서비스,72112
7210,건축·토목 관련 서비스,72121
7210,건축·토목 관련 서비스,72921
7210,건축·토목 관련 서비스,72922
7291,공학 관련 서비스,72122
7291,공학 관련 서비스,72129
7292,과학기술서비스,08000100
7292,과학기술서비스,08000800
7292,과학기술서비스,72911
7292,과학기술서비스,72919
7292,과학기술서비스,72923
7292,과학기술서비스,72924
7299,기타 전문서비스,73100
7299,기타 전문서비스,73201
7299,기타 전문서비스,73202
7299,기타 전문서비스,73203
7299,기타 전문서비스,73209
7299,기타 전문서비스,73301
7299,기타 전문서비스,73302
7299,기타 전문서비스,73303
7299,기타 전문서비스,73901
7299,기타 전문서비스,73902
7299,기타 전문서비스,73903
7299,기타 전문서비스,73904
7299,기타 전문서비스,73909
7300,장비·용품 및 지식재산권 임대,76110
7300,장비·용품 및 지식재산권 임대,76190
7300,장비·용품 및 지식재산권 임대,76210
7300,장비·용품 및 지식재산권 임대,76220
7300,장비·용품 및 지식재산권 임대,76291
7300,장비·용품 및 지식재산권 임대,76292
7300,장비·용품 및 지식재산권 임대,76299
7300,장비·용품 및 지식재산권 임대,76310
7300,장비·용품 및 지식재산권 임대,76320
7300,장비·용품 및 지식재산권 임대,76390
7300,장비·용품 및 지식재산권 임대,76400
7410,사업시설 유지관리 및 조경서비스,74100
7410,사업시설 유지관리 및 조경서비스,74211
7410,사업시설 유지관리 및 조경서비스,74212
7410,사업시설 유지관리 및 조경서비스,74220
7410,사업시설 유지관리 및 조경서비스,74300
7420,인력공급 및 알선,75110
7420,인력공급 및 알선,75121
7420,인력공급 및 알선,75122
7490,기타 사업지원서비스,75310
7490,기타 사업지원서비스,75320
7490,기타 사업지원서비스,75330
7490,기타 사업지원서비스,75911
7490,기타 사업지원서비스,75912
7490,기타 사업지원서비스,75919
7490,기타 사업지원서비스,75991
7490,기타 사업지원서비스,75992
7490,기타 사업지원서비스,75993
7490,기타 사업지원서비스,75994
7490,기타 사업지원서비스,75999
7511,중앙정부,84111-84500(84113 제외)
7511,중앙정부,64991
7512,지방정부,84113-84500
7520,사회보험(국공립),65131
7520,사회보험(국공립),65139
7520,사회보험(국공립),65303
7601,교육서비스(국공립),85110
7601,교육서비스(국공립),85120
7601,교육서비스(국공립),85211
7601,교육서비스(국공립),85212
7601,교육서비스(국공립),85221~85229
7601,교육서비스(국공립),85301
7601,교육서비스(국공립),85302
7601,교육서비스(국공립),85303
7601,교육서비스(국공립),85410
7601,교육서비스(국공립),85420
7601,교육서비스(국공립),85430
7601,교육서비스(국공립),85614
7601,교육서비스(국공립),85640
7601,교육서비스(국공립),85650
7601,교육서비스(국공립),85669
7602,교육서비스(비영리),85110
7602,교육서비스(비영리),85120
7602,교육서비스(비영리),85211
7602,교육서비스(비영리),85212
7602,교육서비스(비영리),85221
7602,교육서비스(비영리),85222
7602,교육서비스(비영리),85229
7602,교육서비스(비영리),85301
7602,교육서비스(비영리),85302
7602,교육서비스(비영리),85303
7602,교육서비스(비영리),85410
7602,교육서비스(비영리),85420
7602,교육서비스(비영리),85430
7602,교육서비스(비영리),85640
7602,교육서비스(비영리),85650
7603,교육서비스(산업),85501
7603,교육서비스(산업),85502
7603,교육서비스(산업),85503
7603,교육서비스(산업),85611
7603,교육서비스(산업),85612
7603,교육서비스(산업),85613
7603,교육서비스(산업),85614
7603,교육서비스(산업),85621
7603,교육서비스(산업),85622
7603,교육서비스(산업),85629
7603,교육서비스(산업),85631
7603,교육서비스(산업),85632
7603,교육서비스(산업),85650
7603,교육서비스(산업),85661
7603,교육서비스(산업),85669
7603,교육서비스(산업),85691
7603,교육서비스(산업),85699
7603,교육서비스(산업),85701
7603,교육서비스(산업),85709
7701,의료 및 보건(국공립),86101
7701,의료 및 보건(국공립),86102
7701,의료 및 보건(국공립),86103
7701,의료 및 보건(국공립),86104
7701,의료 및 보건(국공립),86105
7701,의료 및 보건(국공립),86201
7701,의료 및 보건(국공립),86202
7701,의료 및 보건(국공립),86203
7701,의료 및 보건(국공립),86204
7701,의료 및 보건(국공립),86300
7701,의료 및 보건(국공립),86909
7702,의료 및 보건(비영리),86101
7702,의료 및 보건(비영리),86102
7702,의료 및 보건(비영리),86103
7702,의료 및 보건(비영리),86104
7702,의료 및 보건(비영리),86105
7702,의료 및 보건(비영리),86201
7702,의료 및 보건(비영리),86202
7702,의료 및 보건(비영리),86203
7702,의료 및 보건(비영리),86204
7702,의료 및 보건(비영리),86909
7703,의료 및 보건(산업),47811
7703,의료 및 보건(산업),86101
7703,의료 및 보건(산업),86102
7703,의료 및 보건(산업),86103
7703,의료 및 보건(산업),86104
7703,의료 및 보건(산업),86105
7703,의료 및 보건(산업),86201
7703,의료 및 보건(산업),86202
7703,의료 및 보건(산업),86203
7703,의료 및 보건(산업),86204
7703,의료 및 보건(산업),86901
7703,의료 및 보건(산업),86902
7703,의료 및 보건(산업),86909
7801,사회복지서비스(국공립),87111
7801,사회복지서비스(국공립),87112
7801,사회복지서비스(국공립),87121
7801,사회복지서비스(국공립),87122
7801,사회복지서비스(국공립),87131
7801,사회복지서비스(국공립),87139
7801,사회복지서비스(국공립),87210
7801,사회복지서비스(국공립),87299
7802,사회복지서비스(비영리),87111
7802,사회복지서비스(비영리),87112
7802,사회복지서비스(비영리),87121
7802,사회복지서비스(비영리),87122
7802,사회복지서비스(비영리),87131
7802,사회복지서비스(비영리),87139
7802,사회복지서비스(비영리),87210
7802,사회복지서비스(비영리),87291
7802,사회복지서비스(비영리),87292
7802,사회복지서비스(비영리),87293
7802,사회복지서비스(비영리),87294
7802,사회복지서비스(비영리),87299
7901,문화서비스(국공립),90110
7901,문화서비스(국공립),90121~90123
7901,문화서비스(국공립),90211
7901,문화서비스(국공립),90221
7901,문화서비스(국공립),90222
7901,문화서비스(국공립),90231
7901,문화서비스(국공립),90232
7901,문화서비스(국공립),90290
7901,문화서비스(국공립),91111~91199
7901,문화서비스(국공립),91210
7901,문화서비스(국공립),91239
7901,문화서비스(국공립),91292
7902,"연극, 음악 및 기타예술",90110
7902,"연극, 음악 및 기타예술",90121
7902,"연극, 음악 및 기타예술",90122
7902,"연극, 음악 및 기타예술",90123
7902,"연극, 음악 및 기타예술",90131
7902,"연극, 음악 및 기타예술",90132
7902,"연극, 음악 및 기타예술",90191
7902,"연극, 음악 및 기타예술",90192
7902,"연극, 음악 및 기타예술",90199
7903,기타 문화서비스,90211
7903,기타 문화서비스,90212
7903,기타 문화서비스,90221
7903,기타 문화서비스,90222
7903,기타 문화서비스,90231
7903,기타 문화서비스,90232
7903,기타 문화서비스,90290
7904,여행사 및 여행보조 서비스,75210
7904,여행사 및 여행보조 서비스,75290
8001,스포츠서비스,91111
8001,스포츠서비스,91112
8001,스포츠서비스,91113
8001,스포츠서비스,91121
8001,스포츠서비스,91122
8001,스포츠서비스,91131
8001,스포츠서비스,91132
8001,스포츠서비스,91133
8001,스포츠서비스,91134
8001,스포츠서비스,91135
8001,스포츠서비스,91136
8001,스포츠서비스,91139
8001,스포츠서비스,91191
8001,스포츠서비스,91199
8002,오락서비스,91113
8002,오락서비스,91210
8002,오락서비스,91221
8002,오락서비스,91222
8002,오락서비스,91223
8002,오락서비스,91229
8002,오락서비스,91231
8002,오락서비스,91239
8002,오락서비스,91241
8002,오락서비스,91249
8002,오락서비스,91291
8002,오락서비스,91292
8002,오락서비스,91293
8002,오락서비스,91299
8101,산업 및 전문가단체,94110
8101,산업 및 전문가단체,94120
8109,기타 사회단체,94200
8109,기타 사회단체,94911
8109,기타 사회단체,94912
8109,기타 사회단체,94913
8109,기타 사회단체,94914
8109,기타 사회단체,94919
8109,기타 사회단체,94920
8109,기타 사회단체,94931
8109,기타 사회단체,94939
8109,기타 사회단체,94990
8211,자동차 수리서비스,95211
8211,자동차 수리서비스,95212
8211,자동차 수리서비스,95213
8211,자동차 수리서비스,95220
8212,전자통신기기 및 가정용품 수리서비스,34019200
8212,전자통신기기 및 가정용품 수리서비스,95110
8212,전자통신기기 및 가정용품 수리서비스,95120
8212,전자통신기기 및 가정용품 수리서비스,95310
8212,전자통신기기 및 가정용품 수리서비스,95391
8212,전자통신기기 및 가정용품 수리서비스,95392
8212,전자통신기기 및 가정용품 수리서비스,95393
8212,전자통신기기 및 가정용품 수리서비스,95399
8221,미용관련 서비스,96111
8221,미용관련 서비스,96112
8221,미용관련 서비스,96113
8221,미용관련 서비스,96119
8221,미용관련 서비스,96121
8221,미용관련 서비스,96122
8221,미용관련 서비스,96129
8222,세탁,96911
8222,세탁,96912
8222,세탁,96913
8223,가사서비스,97000
8229,기타 개인 서비스,96921
8229,기타 개인 서비스,96922
8229,기타 개인 서비스,96991
8229,기타 개인 서비스,96992
8229,기타 개인 서비스,96993
8229,기타 개인 서비스,96994
8229,기타 개인 서비스,96995
8229,기타 개인 서비스,96999
